env_id,seed,env_repeat_id,policy_repeat_id,repeat_id,env_seed,policy_seed,dataset_seed,alpha,beta,K,env_name,transition_strength,reward_mean_scale,reward_gap,reward_std,chain_variant,H,num_states,num_actions,state_kl_mean,state_kl_std,v_true,ess_is,max_weight_share,weight_cv,weight_entropy,weight_perplexity,estimate_is_trajectory,estimate_wis_trajectory,estimate_is_pdis,estimate_wis_pdis,estimate_dr_oracle,estimate_dm_tabular,estimate_fqe_tabular,estimate_fqe_linear,estimate_dr,estimate_mrdr,ess_is_over_k,error_is_trajectory,abs_error_is_trajectory,squared_error_is_trajectory,error_wis_trajectory,abs_error_wis_trajectory,squared_error_wis_trajectory,error_is_pdis,abs_error_is_pdis,squared_error_is_pdis,error_wis_pdis,abs_error_wis_pdis,squared_error_wis_pdis,error_dr_oracle,abs_error_dr_oracle,squared_error_dr_oracle,error_dm_tabular,abs_error_dm_tabular,squared_error_dm_tabular,error_fqe_tabular,abs_error_fqe_tabular,squared_error_fqe_tabular,error_fqe_linear,abs_error_fqe_linear,squared_error_fqe_linear,error_dr,abs_error_dr,squared_error_dr,error_mrdr,abs_error_mrdr,squared_error_mrdr,ci_analytic_low_fqe_linear,ci_analytic_high_fqe_linear,ci_analytic_width_fqe_linear,ci_analytic_covered_fqe_linear,ci_analytic_low_dm_tabular,ci_analytic_high_dm_tabular,ci_analytic_width_dm_tabular,ci_analytic_covered_dm_tabular,ci_analytic_low_is_pdis,ci_analytic_high_is_pdis,ci_analytic_width_is_pdis,ci_analytic_covered_is_pdis,ci_analytic_low_dr_oracle,ci_analytic_high_dr_oracle,ci_analytic_width_dr_oracle,ci_analytic_covered_dr_oracle,ci_bootstrap_low_dm_tabular,ci_bootstrap_high_dm_tabular,ci_bootstrap_width_dm_tabular,ci_bootstrap_covered_dm_tabular,ci_bootstrap_low_dr_oracle,ci_bootstrap_high_dr_oracle,ci_bootstrap_width_dr_oracle,ci_bootstrap_covered_dr_oracle,ci_bootstrap_low_fqe_linear,ci_bootstrap_high_fqe_linear,ci_bootstrap_width_fqe_linear,ci_bootstrap_covered_fqe_linear,ci_bootstrap_low_is_pdis,ci_bootstrap_high_is_pdis,ci_bootstrap_width_is_pdis,ci_bootstrap_covered_is_pdis
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,0,4128479723,2613614962,2070496006,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,82.30105665841324,0.025296146682162683,0.46373616260133776,4.501959436719607,90.19368709144676,0.008655008732736679,0.008081991395291964,0.010075422539943984,0.016494278740687048,0.008662934070669396,-0.007235420811528878,0.0030950464860951543,0.0036002559126125863,0.024087850971439822,0.03078462976723719,0.8230105665841324,0.028680343509423594,0.028680343509423594,0.0008225621038185361,0.028107326171978878,0.028107326171978878,0.0007900217845380088,0.0301007573166309,0.0301007573166309,0.0009060555910347087,0.03651961351737396,0.03651961351737396,0.001333682171458363,0.028688268847356313,0.028688268847356313,0.0008230167694581947,0.012789913965158037,0.012789913965158037,0.00016358189923614458,0.02312038126278207,0.02312038126278207,0.0005345520297364042,0.0236255906892995,0.0236255906892995,0.0005581685354183153,0.04411318574812674,0.04411318574812674,0.001945973156848732,0.050809964543924106,0.050809964543924106,0.0025816524969548248,,,,,,,,,-0.13952209621449888,0.15967294129438683,0.2991950375088857,1.0,-0.11247235074528723,0.12979821888662602,0.24227056963191324,1.0,-0.09498313517149229,0.08004004049261357,0.17502317566410586,1.0,-0.10829041921963906,0.11706164290504532,0.2253520621246844,1.0,-0.1490889056611077,0.15515200789208178,0.3042409135531895,1.0,-0.12286103931325512,0.15413385698049517,0.2769948962937503,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,1,4128479723,2613614962,3652782903,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,84.20833994585689,0.025410895406063255,0.4330483021935882,4.515837433518118,91.45412070923584,-0.00882469961646295,-0.00782414716137914,-0.031216467448669828,-0.027323957941916374,-0.006449369905600613,0.02309995997544774,0.03104896398704711,-0.03128469605921865,-0.00563129378280276,-0.006385826801241716,0.8420833994585689,0.011200635160223965,0.011200635160223965,0.0001254542279924453,0.012201187615307776,0.012201187615307776,0.00014886897922393983,-0.011191132671982913,0.011191132671982913,0.00012524145048192341,-0.007298623165229459,0.007298623165229459,5.326990010802409e-05,0.013575964871086303,0.013575964871086303,0.00018430682218096935,0.043125294752134655,0.043125294752134655,0.0018597910474584928,0.051074298763734025,0.051074298763734025,0.002608583994207163,-0.011259361282531737,0.011259361282531737,0.0001267732164905747,0.014394040993884156,0.014394040993884156,0.00020718841613361758,0.013639507975445199,0.013639507975445199,0.0001860361778122332,,,,,,,,,-0.1825544318961159,0.12012149699877625,0.30267592889489214,1.0,-0.13471135770960146,0.12181261789840024,0.2565239756080017,1.0,-0.07761400704787627,0.10612213528085318,0.18373614232872945,1.0,-0.12206003070209298,0.10894906654343568,0.23100909724552865,1.0,-0.18677504330071204,0.0829537648004571,0.26972880810116917,1.0,-0.20569715105859637,0.1265846546124416,0.33228180567103793,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,4,4128479723,2613614962,2941916378,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,84.66757976432378,0.02509944508818219,0.4255462661148635,4.5180357860569345,91.6553902573361,0.06713987417513201,0.06742046143859486,0.052510487821698905,0.05387489904854152,0.0706416125210325,0.06463239577381144,0.07213433522674807,0.08130520788951798,0.08068742172386897,0.0823944833152378,0.8466757976432377,0.08716520895181892,0.08716520895181892,0.007597773651614253,0.08744579621528177,0.08744579621528177,0.007646767275724588,0.07253582259838581,0.07253582259838581,0.005261445560024498,0.07390023382522844,0.07390023382522844,0.005461244559423437,0.09066694729771942,0.09066694729771942,0.00822049533228743,0.08465773055049836,0.08465773055049836,0.007166931341960782,0.09215967000343499,0.09215967000343499,0.008493404775142035,0.10133054266620489,0.10133054266620489,0.01026787887702757,0.10071275650055589,0.10071275650055589,0.010143059321940262,0.10241981809192471,0.10241981809192471,0.010489819137982949,,,,,,,,,-0.08994007845686008,0.19496105410025788,0.28490113255711796,1.0,-0.0581509884119711,0.1994342134540361,0.2575852018660072,1.0,-0.019447085168983906,0.17564651287200256,0.19509359804098647,0.0,-0.07884612808452429,0.189058560520239,0.2679046886047633,1.0,-0.021868957031116652,0.19839365199685366,0.22026260902797032,1.0,-0.06585699502838684,0.21622115570963396,0.2820781507380208,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,3,4128479723,2613614962,1860358638,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,78.94647172719453,0.038212194472132976,0.5164117095737347,4.490373076226594,89.15470117439006,-0.061043760700427725,-0.057110188993258086,-0.09319775759108795,-0.0816683584649559,-0.10480821950759381,-0.19300424170572839,-0.15175456777680554,-0.09457421271182685,-0.08302331134130886,-0.08525561975651452,0.7894647172719453,-0.04101842592374081,0.04101842592374081,0.001682511265261412,-0.03708485421657117,0.03708485421657117,0.0013752864122643365,-0.07317242281440103,0.07317242281440103,0.005354203460529477,-0.06164302368826899,0.06164302368826899,0.0037998623694324917,-0.0847828847309069,0.0847828847309069,0.007188137543294245,-0.17297890692904147,0.17297890692904147,0.02992170224236599,-0.13172923300011863,0.13172923300011863,0.017352590826799543,-0.07454887793513994,0.07454887793513994,0.005557535201388394,-0.06299797656462194,0.06299797656462194,0.003968745051236656,-0.06523028497982761,0.06523028497982761,0.004254990078549523,,,,,,,,,-0.2527639255573582,0.06636841037518232,0.31913233593254053,1.0,-0.2385050774691834,0.02888863845399578,0.2673937159231792,1.0,-0.2653765065868919,-0.07542542923550186,0.18995107735139002,0.0,-0.20526603931875267,0.018033659703383262,0.22329969902213592,1.0,-0.21220025162219766,0.030180524139902992,0.24238077576210065,1.0,-0.22064968567372562,0.040696064793348974,0.2613457504670746,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,2,4128479723,2613614962,2825440625,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,81.46993163480387,0.02979024072010621,0.47691374014069593,4.503049067159916,90.29201844111215,-0.0004356613883894278,-0.0004318397036848294,0.038570275325771036,0.034876859444459396,0.07969374194403132,0.033626146005214685,0.044930592008613365,0.06481885160783121,0.05228740450187155,0.040545352757613326,0.8146993163480387,0.019589673388297486,0.019589673388297486,0.00038375530346017073,0.019593495073002086,0.019593495073002086,0.00038390504917575703,0.05859561010245795,0.05859561010245795,0.003433445523279272,0.05490219422114631,0.05490219422114631,0.0030142509302964714,0.09971907672071824,0.09971907672071824,0.00994389426203249,0.0536514807819016,0.0536514807819016,0.0028784813900907566,0.06495592678530028,0.06495592678530028,0.00421927242453729,0.08484418638451813,0.08484418638451813,0.007198535963250851,0.07231273927855847,0.07231273927855847,0.005229132261968773,0.06057068753430024,0.06057068753430024,0.0036688081883778346,,,,,,,,,-0.11671209660209192,0.193852647253634,0.3105647438557259,1.0,-0.04711324541421795,0.20650072930228058,0.25361397471649855,1.0,-0.08696442884967609,0.11891626589338902,0.2058806947430651,1.0,-0.02287731133516349,0.20985236821764666,0.23272967955281015,1.0,-0.027402015360828452,0.1622605350645169,0.18966255042534536,1.0,-0.12030136580830048,0.21766649206459374,0.3379678578728942,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,5,4128479723,2613614962,1748603305,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,85.38021710837158,0.022943903604232617,0.41380128428910434,4.519251835526473,91.76691554242731,0.009310297179906966,0.009824907282821801,0.024226269393158254,0.02179331630181633,-0.020895097505229818,0.007943392732023768,0.01585897658801108,0.029856483543595602,0.016577907520676893,0.018457128522215666,0.8538021710837158,0.02933563195659388,0.02933563195659388,0.0008605793022927322,0.029850242059508716,0.029850242059508716,0.0008910369510112632,0.044251604169845166,0.044251604169845166,0.001958204471604658,0.041818651078503244,0.041818651078503244,0.0017487995780256006,-0.0008697627285429027,0.0008697627285429027,7.564872039623951e-07,0.027968727508710683,0.027968727508710683,0.0007822497184565097,0.035884311364697996,0.035884311364697996,0.0012876838021185937,0.04988181832028252,0.04988181832028252,0.0024881957989376724,0.03660324229736381,0.03660324229736381,0.001339797346679523,0.03848246329890258,0.03848246329890258,0.001480899981551384,,,,,,,,,-0.1276152960420522,0.1760678348283687,0.3036831308704209,1.0,-0.14988013461452165,0.108089939604062,0.25797007421858364,1.0,-0.08301752531145666,0.09711608773119962,0.1801336130426563,1.0,-0.12358641964479143,0.11873446148036158,0.24232088112515301,1.0,-0.1142943775123019,0.17540465993307347,0.2896990374453754,1.0,-0.11328892153680259,0.20582183994353284,0.31911076148033546,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,6,4128479723,2613614962,2566870327,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,81.78170263843545,0.028168755864406075,0.47198241618609227,4.499516016143996,89.97357500333113,-0.15069704218079974,-0.142201275172072,-0.1336156133319019,-0.129302683872459,-0.09597955733013318,-0.06866819949148448,-0.05779698129195848,-0.06352692663843035,-0.07743790743537261,-0.08223137612454993,0.8178170263843545,-0.13067170740411282,0.13067170740411282,0.017075095115906075,-0.1221759403953851,0.1221759403953851,0.014926960411496692,-0.11359027855521497,0.11359027855521497,0.01290275138225133,-0.10927734909577208,0.10927734909577208,0.01194153902539924,-0.07595422255344626,0.07595422255344626,0.005769043923698445,-0.04864286471479756,0.04864286471479756,0.0023661282876620976,-0.03777164651527157,0.03777164651527157,0.0014266972804746268,-0.04350159186174343,0.04350159186174343,0.0018923884945057025,-0.0574125726586857,0.0574125726586857,0.0032962034992888647,-0.06220604134786302,0.06220604134786302,0.0038695915801720436,,,,,,,,,-0.2685093626812668,0.0012781360174630163,0.2697874986987298,1.0,-0.218727559166704,0.026768444506437658,0.24549600367314167,1.0,-0.16074218440580257,0.059310869296222105,0.22005305370202466,1.0,-0.21549355965726197,-0.002634904889614172,0.2128586547676478,1.0,-0.17522922192735582,0.052563744844703615,0.22779296677205943,1.0,-0.29179737675327844,6.098688071501032e-05,0.2918583636339934,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,2,4128479723,2613614962,3888158858,0.6,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.16418375372868518,0.17510946964234722,-0.020025334776686915,30.848420676316454,0.09941236478356996,1.497216429949698,3.925666185335387,50.68683363912153,0.057587738612171584,0.0843522862598956,0.13152513983821756,0.12583242603853245,0.08761153100541552,-0.011433666015613672,0.015351765019054553,0.014778242431958119,0.09322379715352826,0.07411029271798995,0.30848420676316457,0.0776130733888585,0.0776130733888585,0.0060237891608643365,0.10437762103658252,0.10437762103658252,0.010894687773256433,0.15155047461490448,0.15155047461490448,0.022967546356002806,0.14585776081521937,0.14585776081521937,0.021274486390029743,0.10763686578210244,0.10763686578210244,0.011585694875394334,0.008591668761073243,0.008591668761073243,7.381677210000183e-05,0.03537709979574147,0.03537709979574147,0.001251539189957851,0.034803577208645034,0.034803577208645034,0.0012112889865181161,0.11324913193021517,0.11324913193021517,0.012825365882947281,0.09413562749467687,0.09413562749467687,0.008861516363816564,,,,,,,,,-0.08446593753179021,0.34751621720822534,0.43198215474001556,1.0,-0.06292003547366809,0.23814309748449913,0.3010631329581672,1.0,-0.07747598627353469,0.10801906288626378,0.18549504915979848,1.0,-0.03545570031819274,0.2573091044954792,0.29276480481367195,1.0,-0.10417605534835425,0.1978543842207436,0.30203043956909786,1.0,-0.05803782000698615,0.33949033855697364,0.3975281585639598,1.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,0,4128479723,2613614962,1009223578,0.6,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.16418375372868518,0.17510946964234722,-0.020025334776686915,17.554503651018987,0.19806079495121032,2.1671510931754843,3.6790732523195904,39.60966888894709,-0.2933732962356797,-0.3047232851303911,-0.33788587554711064,-0.341054117065785,-0.2771441396205844,-0.14052970116668262,-0.11726426369837178,-0.07475248100896374,-0.3288959057006426,-0.3278789661969464,0.17554503651018988,-0.27334796145899276,0.27334796145899276,0.074719108033787,-0.28469795035370415,0.28469795035370415,0.0810529229356002,-0.3178605407704237,0.3178605407704237,0.10103532337886618,-0.32102878228909804,0.32102878228909804,0.10305947905802111,-0.2571188048438975,0.2571188048438975,0.06611007980435424,-0.1205043663899957,0.1205043663899957,0.014521302319054326,-0.09723892892168487,0.09723892892168487,0.009455409297836483,-0.05472714623227683,0.05472714623227683,0.002995060534729012,-0.30887057092395565,0.30887057092395565,0.09540102958289032,-0.30785363142025945,0.30785363142025945,0.09477385837864095,,,,,,,,,-0.6435887698265068,-0.03218298126771446,0.6114057885587924,0.0,-0.44672180254961913,-0.10756647669154959,0.3391553258580695,0.0,-0.24824555302688694,-0.01702060571015008,0.23122494731673687,1.0,-0.4272255552493848,-0.1704336785116458,0.25679187673773907,0.0,-0.19891912155982178,0.016863967284516078,0.21578308884433786,1.0,-0.5221999739074793,-0.08691119222592955,0.4352887816815497,0.0
chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.100_beta0.000_seed4128479723,0,0,0,7,4128479723,2613614962,693132809,0.2,0.0,100,chain_bandit,0.3,0.7,0.3,0.1,reward_only,6,8,3,0.01771729757810647,0.020835014965251187,-0.020025334776686915,79.95243038337375,0.03479518949525724,0.5007431651947267,4.492281475866275,89.32500642754148,-0.13392076203939596,-0.11947145615026393,-0.10627360884714271,-0.09204837255847664,-0.07497629905974036,0.030595897593137328,0.03869775231367349,0.00929640287689619,-0.04789940353661363,-0.05350600916921573,0.7995243038337375,-0.11389542726270904,0.11389542726270904,0.012972168351355047,-0.09944612137357701,0.09944612137357701,0.009889531056248211,-0.0862482740704558,0.0862482740704558,0.007438764780132457,-0.07202303778178973,0.07202303778178973,0.00518731797131711,-0.05495096428305345,0.05495096428305345,0.0030196084756374158,0.05062123236982424,0.05062123236982424,0.0025625091666397416,0.05872308709036041,0.05872308709036041,0.003448400957422053,0.029321737653583105,0.029321737653583105,0.0008597642990255533,-0.027874068759926714,0.027874068759926714,0.0007769637092331224,-0.03348067439252882,0.03348067439252882,0.0011209555577785348,,,,,,,,,-0.2586340425924989,0.046086824898213474,0.30472086749071237,1.0,-0.19997426022883982,0.0500216621093591,0.24999592233819892,1.0,-0.07849817036440984,0.1532138823446032,0.23171205270901304,1.0,-0.1511674482918548,0.02926396515238364,0.18043141344423844,1.0,-0.09833883456140359,0.14293211657933685,0.24127095114074043,1.0,-0.22539691714435311,0.05518315982789612,0.28058007697224924,1.0
